ID,Name,Initial,Description,Comment,Source
24787,*ajan,a,name,"Also [Samal](LanguageTable#cldf:981) _oon_ ‘name’, [Jarai](LanguageTable#cldf:284) _anan_ ‘name’, [Sasak](LanguageTable#cldf:404) _ara_ ‘name’, [Sangir](LanguageTable#cldf:402) _areŋ_ ‘name’, [Bantik](LanguageTable#cldf:520) _adeŋ_ ‘name’, [Buginese](LanguageTable#cldf:239) _aseŋ_ ‘name’, [Makassarese](LanguageTable#cldf:325) _areŋ_ ‘name’, [Numbami](LanguageTable#cldf:904) _ase_ ‘name’.  [Kayan (Uma Juman)](LanguageTable#cldf:438) _ara_ appears to have lost the final nasal through analogical back-formation by reinterpretation of _-n_ as ‘3sg. possessor’ (cp. _mata-n_ ‘his/her eye’).  The same presumably is of true of [Ngaju Dayak](LanguageTable#cldf:18577), [Sasak](LanguageTable#cldf:404) _ara_, although the facts in these cases are less well known.  


Finally, the use of the word for ‘name’ as an interrogative marker, either ‘who?’ (extension of its use as a marker of personal names), or ‘what?’ (extension of its use as a marker of common names) has a thin but widespread distribution in Austronesian languages, including the northern and southern Philippines, New Ireland, the Solomon Islands and portions of Micronesia.  I assume that these usages are convergent developments.",
29939,*ajem,a,heart; mind,,
24788,*ajiq,a,exclamation of pain or surprise,"Also [Tiruray](LanguageTable#cldf:433) _adey_ ‘exclamation of pain’, [Malay](LanguageTable#cldf:326) _adoh_, _aduh_ ‘oh! as an interjection of grief or pain’.  Given their expressive character some or all of these items could be products of convergence.",
31600,*aka,a,elder sibling,,
24789,*akak,a,cackling laughter,"Also [Hanunóo](LanguageTable#cldf:273) _akhák_ ‘expectoration of catarrhal phlegm’, [Cebuano](LanguageTable#cldf:252) _akaʔak_ ‘make a crackling sound, loud creaking sound’.  With root &ast;[-kak₁](cf.csv#cldf:Root-29903)) ‘cackle, laugh loudly’.",
31103,*akaŋ,a,"take a long step, step over something","[Kankanaey](LanguageTable#cldf:289) _akaŋ-káŋ_ is assumed to show rightward reduplication.  With root [&ast;-kaŋ₁](cf.csv#cldf:Root-29905) ‘spread apart, as the legs’.",
24790,*akaR,a,root,Also [Sasak](LanguageTable#cldf:404) _akah_ ‘root’.,
30029,*ake,a,tree sp.,Possibly a chance resemblance.,
30577,*aken₁,a,1sg oblique,,
33968,*aken₂,a,"preposition, on, upon; applicative marker",,
24791,*akerahaq,a,cry of a monkey,[Iban](LanguageTable#cldf:276) _kerah-kerah_ was earlier assigned to &ast;_keraq_ ‘chattering of monkeys’ ([Blust 1970: no. 207](Source#cldf:blust1970)).,blust1970[no. 207]
29889,*aki,a,"grandfather, ancestor","Thanks to Jason Lobel for pointing out the reflexes of this form in Sabah and northern Sulawesi.
Also [Yami](LanguageTable#cldf:1131) [Ivatan](LanguageTable#cldf:18956) _akay_, [Isneg](LanguageTable#cldf:647) _akáy_, [Agta (Dupaningan)](LanguageTable#cldf:19194) _kakay_ ‘grandfather’. With unexplained postconsonantal glottal stop in [Tsou](LanguageTable#cldf:1087). Since a non-problematic reflex of &ast;_aki_ is not available in at least two primary branches of Austronesian this might be considered a ‘near comparison’.  However, since it is found next to the doublet &ast;_baki_, which can be reconstructed without issues it is posited here.",
24965,*a(ŋ)kit,a,bite,,
33863,*akot,a,"to point out, show, teach",[Dempwolff (1938)](Source#cldf:dempwolff193438) assigned the [Tongan](LanguageTable#cldf:434) and [Samoan](LanguageTable#cldf:401) forms cited here to _&ast;a(ŋ)ken_ ‘to approriate to oneself; mine’.,dempwolff193438
24792,*aku,a,1sg nominative; I,"Also [Nias](LanguageTable#cldf:361) _yaʔo_ ‘I’, [Ngadha](LanguageTable#cldf:357) _dzao_ ‘I’, [Sika](LanguageTable#cldf:414) _ʔaʔu_ ‘I’, [Tetun](LanguageTable#cldf:1060) _haʔu_ ‘I, me’, [Yapese](LanguageTable#cldf:1134) _gaeg_ ‘I, me’, [Mussau](LanguageTable#cldf:352) _agi_ ‘I’, [Vitu](LanguageTable#cldf:1103) _Gau_ ‘I, me’, [Wogeo](LanguageTable#cldf:19063) _va_ ‘I’, [Roviana](LanguageTable#cldf:396) _rau_ ‘I, me’, [Rotuman](LanguageTable#cldf:394) _goua_ ‘I, me’, [Tongan](LanguageTable#cldf:434) _ou_ ‘I, me’.  Many reflexes of &ast;_aku_ contain a fossilized person marker &ast;_i_ (cf. [Blust 1977](Source#cldf:blust1977)).  In some [Oceanic](LanguageTable#cldf:19082) languages it is difficult to determine whether an initial high front glide in this form is the reflex of &ast;_i_, or the epenthetic onset that was commonly added to forms that began with &ast;_a_ ([Blust 1990:10ff](Source#cldf:blust1990)).  


There are several additional problems associated with the morphology of this entry, not including the non-morphologically derived forms &ast;_-ku_ and &ast;_ak_, which are treated as separate entries.",blust1977;blust1990[10ff]
24796,*ala,a,"take, get, fetch, obtain; marry",,
33408,*alabat,a,"fence, wall",,
24889,*alagád,a,to wait,,
33010,*alagaq,a,kind of large red tree ant with bad bite,"Also [Bontok](LanguageTable#cldf:246) _allága_ ‘kind of large ant’, [Ifugaw (Batad)](LanguageTable#cldf:18225) _allāga_ ‘large stinging red tree ant’,  [Mongondow](LanguageTable#cldf:245) _lolagaɁ_ ‘kind of large red tree ant’.",
32112,*alali,a,"halibut, sole, flounder","[Osmond (2011:118)](Source#cldf:osmond2011)  has proposed that this reconstruction be raised to [PCEMP](LanguageTable#cldf:19074) &ast;_alali_ ‘halibut, flounder’, based on what she cites as ‘Ambon’ _(al)ali_ ‘halibut, flounder’.  However, Ambon is an island, not a language, and because she provides no source her citation of this 
form outside the Oceanic group cannot be traced. The Polynesian forms are assumed to have reduced by haplology.",osmond2011[118]
33726,*alaŋ,a,doubt; hesitation,"Also [Casiguran Dumagat](LanguageTable#cldf:569) _alaŋan-in_ ‘to doubt, to be uncertain, to be vague, to be hesitant, to be undecided’ (< [Tagalog](LanguageTable#cldf:423)).  Although reflexes of &ast;_alaŋ-án_ appear to be monomorphemic in all known witnesses, the likelihood that this word contains a suffix is suggested by evidence for &ast;_alaŋ-alaŋ_ in the same meaning.  However, this suffix must have been fossilized relatively early for languages like [Tagalog](LanguageTable#cldf:423) to then add a reflex of &ast;_-en_ after it.  [Hanunóo](LanguageTable#cldf:273) _aláŋ_ ‘doubt’ stands alone as a morphologically simple disyllable, but must represent the base in [PPh](LanguageTable#cldf:19083).",
30875,*alaŋ-alaŋ₁,a,"insufficient, half-heartedly","Also [Kayan](LanguageTable#cldf:294) _alaŋ-alaŋ_ ‘half-heartedly; carelessly’ (< [Malay](LanguageTable#cldf:326)).  Possibly a [Malay](LanguageTable#cldf:326) loan distribution, although in some cases this appears unlikely.",
24793,*alap,a,"fetch, get, take","Also [Itawis](LanguageTable#cldf:648) _álak_ ‘take’, [Eddystone/Mandegusu](LanguageTable#cldf:261) _alavi_ ‘marry’, [Nggela](LanguageTable#cldf:359) _alavi_ ‘get, take’.  The reduplicated forms of &ast;_alap_ in [Itbayaten](LanguageTable#cldf:282) and [Old Javanese](LanguageTable#cldf:660) are assumed to be independent developments.  This form and its doublet &ast;_alaq_ both appear to have covered the semantic range represented by the common English verbs ‘get’ and ‘take’, and there is some evidence that it could be used at least in certain contexts in the sense of ‘to bring’.  In addition reflexes of both variants contain recurrent references to 1. one's ‘catch’ in hunting or fishing ([Paiwan](LanguageTable#cldf:370), [Itbayaten](LanguageTable#cldf:282), [Sangir](LanguageTable#cldf:402), [Tongan](LanguageTable#cldf:434)), 2. the harvesting of fruit or grain (= one's ‘catch’ in gathering; [Malay](LanguageTable#cldf:326), [Balinese](LanguageTable#cldf:235)), and 3. to marriage, with particular reference to a man ‘taking’ a woman to wife ([Paiwan](LanguageTable#cldf:370), [Toba Batak](LanguageTable#cldf:427), [Tongan](LanguageTable#cldf:434), perhaps [Eddystone/Mandegusu](LanguageTable#cldf:261) for &ast;_alap_, [Banggai](LanguageTable#cldf:238), [Uma](LanguageTable#cldf:19170), [Wolio](LanguageTable#cldf:1124), [Komodo](LanguageTable#cldf:708), [Wetan](LanguageTable#cldf:1118) for &ast;_alaq_).",
24794,*alaq₁,a,"fetch, get, take","Although the basic sense of this form appears to have been ‘to fetch, get, take’, its extended meanings evidently included the notion of ‘taking’ a bride, as reflected in the [Wolio](LanguageTable#cldf:1124), [Komodo](LanguageTable#cldf:708) and [Wetan](LanguageTable#cldf:1118) glosses, and the similar semantics in various reflexes of the doublet &ast;_alap_. In this connection the gloss ‘capture’ is significant in view of the many 19th century anthropological discussions of ‘marriage by capture’.",
24795,*alaq₂,a,defeat,"Also [Asilulu](LanguageTable#cldf:18016) _ala_ ‘overcome, defeat; outsmart’ (probably a loan from [Malay (Ambon)](LanguageTable#cldf:19426)).  [Kadazan Dusun](LanguageTable#cldf:287) _ka-aha_ may reflect &ast;_maka-alaq_).  [Said (1977)](Source#cldf:said1977) cites a number of apparently disparate forms under _ala_, some of which probably are _ala_ and others _alaʔ_.  I assume that [Buginese](LanguageTable#cldf:239) _pala_ does not end with a glottal stop, although no explicit indication of the contrast between -_ʔ_ and zero is given in his orthography.",said1977
24797,*alaq₃,a,resemble,,
30107,*alawid,a,far,,
32679,*álem,a,a shrub or tree: Melanolepis multiglandulosa,,
33022,*alem,a,"dark, night",With root [&ast;-lem₁](cf.csv#cldf:Root-29966) ‘dark’.,
33264,*alikas,a,"quick, fast","With root [&ast;-kas₃](cf.csv#cldf:Root-29913) ‘swift, agile; energetic’.",
33173,*alílaq,a,"to care for someone, wait on",Possibly a [Tagalog](LanguageTable#cldf:423) loan distribution.,
30262,*alim,a,forget,"[Kavalan](LanguageTable#cldf:293) _marim_ is assumed to contain a prefix that is either fossilized, or attached to a base that was not elicited by [Li and Tsuchida (2006)](Source#cldf:liandtsuchida2006).",liandtsuchida2006
24799,*alinaw,a,shadow,"Also SUBC _dlinaw_ ‘image’, [Kayan](LanguageTable#cldf:294) _hiŋau_ ‘shade’.",
24800,*aliq,a,"move, change place","[Dempwolff (1934-38)](Source#cldf:dempwolff193438) included [Tagalog](LanguageTable#cldf:423) _alí_ ‘dominating; influence; succession; to dominate, influence’, and [Fijian](LanguageTable#cldf:266) _yali_ ‘lost, absent, missing’ in this comparison, but neither form is semantically close to the set given here.  Moreover, although he cites [Tagalog](LanguageTable#cldf:423) _aliʔ_ ‘Nachfolger with a final glottal stop his source ([Laktaw 1914](Source#cldf:laktaw1914)) gives _ali_.  In addition, [Tsuchida (1976:172)](Source#cldf:tsuchida1976) compares [Kanakanabu](LanguageTable#cldf:680) _taku-aíʔi_ ‘change one's direction, veer’, a resemblance which I believe can most plausibly be attributed to chance. The distribution of the residual cognate set leaves open the possibility that &ast;_aliq_ was a relatively late innovation in western Indonesia.",dempwolff193438;laktaw1914;tsuchida1976[172]
24801,*aliten,a,firebrand; unconsumed wood in a fire; charred wood,Also [Mota](LanguageTable#cldf:344) _lito_ ‘firewood’.,
33943,*a(lR)im,a,"pancreas, spleen",,
24802,*alub,a,put in or over a fire,,
30877,*alud,a,type of canoe,"Also [Ngaju Dayak](LanguageTable#cldf:18577) _arut_ ‘boat made by joining different planks (as opposed to _jukuŋ_, a single-log dugout)’, _h-arut_ ‘have a boat, travel in a boat’ (expected &ast;&ast;_alut_).  Probably a canoe used on interior rivers rather than a boat that could be used at sea.  As such, it lacked outriggers, and was no doubt built for sturdiness and agility in navigating river rapids.",
24803,*aluja,a,to paddle,Also [Isneg](LanguageTable#cldf:647) _pilóxa_ ‘the oars and paddles of a canoe’.  Consonant-initial forms are assumed to contain the (fossilized) causative prefix &ast;_pa-_.  Some of the [Oceanic](LanguageTable#cldf:19082) members of this comparison were first brought to my attention by Ross Clark.,
30291,*alujah,a,ant sp.,,
32998,*aluluŋ,a,"to howl, of dogs",,
24805,*aluŋ,a,"shade, shadow","Also [Tiruray](LanguageTable#cldf:433) _galuŋ_ ‘shade oneself; in the shade’, [Tboli](LanguageTable#cldf:19175) _keluŋ_ ‘shade’, [Mongondow](LanguageTable#cldf:245) _oliuŋ_ ‘shadow’, [Tolai](LanguageTable#cldf:19416) _malur_ ‘shade’.",
30530,*aluten,a,burning brand; charred or smoldering wood,"[Bisaya](LanguageTable#cldf:18952) _luton_ ‘firewood’ was erroneously glossed ‘burning brand’ in [Blust (1980)](Source#cldf:blust1980). This comparison is complicated by the occurrence of apparent cognates in some of the non-Austronesian languages of Halmahera, as with Tidore _luto_ ‘firewood’.",blust1980
24806,*amak,a,mat,,
33481,*áman,a,"careful, cautious",,
24810,*amaŋ amaŋ,a,dare to do something,,
24807,*amaq,a,to eat,,
24808,*amaRa,a,tree sp.,,
33323,*amat,a,"continuous, unceasing",Possibly a chance resemblance.,
32054,*amatu,a,double-headed parrotfish,A longer version of this comparison was first proposed by [Osmond (2011:96-97)](Source#cldf:osmond2011).,osmond2011[96-97]
24809,*amax,a,father,"Also [Paiwan](LanguageTable#cldf:370) _kama_ ‘father’, [Mongondow](LanguageTable#cldf:245) _kog-amaʔ_ ‘have a father’, [Nias](LanguageTable#cldf:361) _maŋ-ama_ ‘acknowledge as a father, call father’, [Bikol](LanguageTable#cldf:244) _pakó-amaʔ-ón_ ‘uncle’, [Cebuano](LanguageTable#cldf:252) _paŋ-ama_ ‘to go to someone as if he were one's father to ask for help’, [Mongondow](LanguageTable#cldf:245) _poku-amaʔ-an_ ‘uncle’, [Uma](LanguageTable#cldf:19170) _tuama_ ‘father’, [Ma'anyan](LanguageTable#cldf:770) _amah_ ‘father [Manggarai](LanguageTable#cldf:816) _ema_ ‘father’, [Li'o](LanguageTable#cldf:18938) _ema_ ‘father’, [Sika](LanguageTable#cldf:414) _ʔama_ ‘father’.",
24811,*ambak,a,stamp or smack against,Possibly a product of chance.  With root &ast;[-bak₂](cf.csv#cldf:Root-29831) ‘sound of a heavy smack’.,
33298,*ambawaŋ,a,wild mango,"Also [Iban](LanguageTable#cldf:276) _mawaŋ_ ‘wild mango, ‘horse mango’, _Mangifera kemanga_ or _M. caesia_ Jack’.",
24812,*ambay,a,wave back and forth,"Also [Agutaynen](LanguageTable#cldf:19189) _lambay_ ‘to summon a person to come near by waving the hand downward in 
a large gesture’, [Tboli](LanguageTable#cldf:19175) _keway_ ‘up and down movement, as the motion of a bamboo-suspended cradle’.  [Dempwolff (1934-38)](Source#cldf:dempwolff193438) included [Ngaju Dayak](LanguageTable#cldf:18577) _awei_ ‘temporary wall (using only loose leaves, etc.)’, but a connection appears difficult to justify.  The comparison offered here is itself problematic, since [Totoli](LanguageTable#cldf:1084) _kambe_ ‘beckon with the hand’ suggests that [Lauje](LanguageTable#cldf:726) _ambe_ (which regularly loses &ast;_k_) may not reflect &ast;_ambay_.",dempwolff193438
24813,*amben,a,belly strap,Possibly a [Javanese](LanguageTable#cldf:285) loan in the SSul  languages.,
24814,*ambet,a,strap; something wrapped around,"Also [Bidayuh (Bukar-Sadong)](LanguageTable#cldf:18961) _abet_ ‘wear a sarong without undergarment’, [Karo Batak](LanguageTable#cldf:18314) _abit_ ‘the long cloth that is fastened under the armpits by women’.",
24815,*ambiq,a,extension to house,"This word apparently meant ‘gallery, veranda’.  It is unclear what implications &ast;_ambiq_ has for inferences about the early Austronesian house. The only type of residential structure in use by Austronesian-speaking peoples today which regularly has a veranda is the communal longhouse, found widely over central and northern Borneo.  Various considerations, however, suggest that the longhouse is a relatively late development.  All that can safely be inferred on present knowledge is that some type of veranda-like extension was sometimes constructed on houses that appear to have normally lacked them.  The [Sundanese](LanguageTable#cldf:418), [Balinese](LanguageTable#cldf:235) and [Sasak](LanguageTable#cldf:404) forms are assumed to reflect &ast;_ambiq-an_.",
24816,*ambit,a,seize with the hands,"Also [Tiruray](LanguageTable#cldf:433) _abit_ ‘beckon, wave someone to come by moving the palm of the hand down and towards the body’, [Bidayuh (Bukar-Sadong)](LanguageTable#cldf:18961) _abit_ ‘plaited rattan carrying strap’, [Mongondow](LanguageTable#cldf:245) _abito_ ‘carrying basket’.  With root &ast;[-bit₁](cf.csv#cldf:Root-29848) ‘hook, clasp; grasp with fingers’.",
