ID,Name,Description,Category,Comment,Cognateset_ID,Dempwolff_Etymology
Near-30062,,chiming: sound of tinkling or chiming,near,"[Pangasinan](LanguageTable#cldf:920) points to &ast;_karanciŋ_, but [Malay](LanguageTable#cldf:326) to &ast;_karənciŋ_. This phonological discrepancy may be due to the onomatopoetic character of the word, but in any case a reconstruction is not currently possible.",,
Near-30082,,citrus: citrus fruit,near,,,
Near-30711,,"citrus fruit: citrus fruit, pomelo",near,Possibly a loan distribution.,,
Near-30671,,close the eyes,near,"If this comparison is valid the source of [Buli](LanguageTable#cldf:249) _-k_ is unclear, since &ast;_k_ normally is lost in all positions.",,
Near-30507,,close together,near,,,
Near-30495,,cloud,near,,,
Near-29940,,comb,near,"The comparison of [Tiruray](LanguageTable#cldf:433) _seledoy_ with Greater Central Philippines forms such as [Hanunóo](LanguageTable#cldf:273) _sudláy_, or [Mansaka](LanguageTable#cldf:825) _sodlay_ suggests a [PPh](LanguageTable#cldf:19083) &ast;_suleday_, with metathesis of the medial cluster derived from schwa syncope in GCP.  However, although [Tiruray](LanguageTable#cldf:433) reduced prepenultimate _&ast;a_ to schwa, it does not appear to have reduced high vowels in the same way, making a direct comparison with the GCP forms problematic.  [Maranao](LanguageTable#cldf:331), together with [Tiruray](LanguageTable#cldf:433) _seledoy_ could be taken as evidence for &ast;_saleday_, but given their geographical contiguity, and evidence of heavy borrowing from Danaw languages into [Tiruray](LanguageTable#cldf:433) ([Blust 1992b](Source#cldf:blust1992)), this could easily be a loan distribution.",,
Near-29578,,complete,near,Borrowing from [Tagalog](LanguageTable#cldf:423).,,
Near-29973,,"contradict: oppose, contradict",near,,,
Near-30728,,copulate (of fowls),near,,,
Near-30542,,cross a body of water,near,,,
Near-30471,,cross-sibling,near,"Since at least [Milke (1938)](bib-Milke) there have been proposals for a [POc](LanguageTable#cldf:19082) reconstruction &ast;_lopu_ ‘cross-sibling’.  However, the evidence for such a form is very limited and contradictory.  
[Hambruch (1908)](Source#cldf:hambruch1908) reported [Wuvulu](LanguageTable#cldf:445) _lofu-na_ ‘cross-sibling’, but my own fieldnotes from 1975 show _olofu-_ ‘elder brother’ and [Aua](LanguageTable#cldf:234) _Lovu-_ ‘elder brother of a man’.  The other forms cited here fail to agree phonologically, and there is strong evidence that the [POc](LanguageTable#cldf:19082) terms for ‘male’ and ‘female’ (&ast;_maRuqane_, &ast;_papine_) also functioned as cross-sibling terms, further weakening the argument for &ast;_lopu_.",,
Near-29954,,curve,near,"[Dempwolff (1938)](Source#cldf:dempwolff193438) reconstructed &ast;_iluk_ 'convex curve', but based his etymon solely upon reflexes in [Malay](LanguageTable#cldf:326) and [Javanese](LanguageTable#cldf:285) which appear to contain a common root, but which are not cognate.",,
Near-30672,,dark color,near,"The Polynesian evidence points to a [POc](LanguageTable#cldf:19082) form with medial &ast;_l_, while the [Motu](LanguageTable#cldf:345) evidence indicates &ast;_r_.",,
Near-30659,,"daylight: morning, daylight",near,"[Tolai](LanguageTable#cldf:19416) /_l_/ can only reflect &ast;_l_, while [Mota](LanguageTable#cldf:344) /_r_/ must reflect &ast;_r_ or &ast;_R_.",,
Near-30722,,"dazzling: shiny, dazzling",near,,,
Near-30478,,deep place in river,near,"[Mills (1981)](Source#cldf:mills1981) compared these and several other phonologically irregular forms, as [Yamdena](LanguageTable#cldf:1130) _lifu_ ‘deep place in a river’ and propsed ‘Proto-Indonesian’ &ast;_li(m)buŋ_ ‘deep or still water’.  However, none of the material he presents clearly supports a reconstruction at this stage.",,
Near-30496,,dent,near,,,
Near-29933,,"desire: interest, desire",near,,,
Near-30095,,device: scarecrow device in paddy field,near,,,
Near-30397,,dew,near,"These words form a near comparison since [Isneg](LanguageTable#cldf:647) _lammó_ points to &ast;_lemu_, and [Tagalog](LanguageTable#cldf:423) _hamóg_ possibly to &ast;_lamuR_. In both cases there is a greater than chance resemblance with the established PAN reconstruction &ast;_ñamuR_ ‘dew’.",,
Near-30699,,diarrhoea,near,,,
Near-30046,,digging: tool for digging,near,"The [Ibaloy](LanguageTable#cldf:19182) form points to &ast;_saŋgap_, while the other forms cited here all support &ast;_saŋkap_.",,
Near-30472,,"dilate: dilate, open wide",near,,,
Near-30325,,"dirt: dirt, grime",near,,,
Near-30460,,dirty,near,,,
Near-30572,,dog,near,"[Agutaynen](LanguageTable#cldf:19189) points to a form with initial &ast;_q_ but final zero, while other languages support the reconstruction of final &ast;_q_.  Since a reflex of [PAn](LanguageTable#cldf:19072) &ast;_asu_ ‘dog’ is preserved in some Philippine languages the meaning of this term presumably differed in some still undetermined way.",,
Near-30270,,drizzle,near,,,
Near-30578,,"dumb: dumb, unable to speak",near,,,
Near-30390,,dust,near,"The western Indonesian forms are related, although some may be borrowed from [Malay](LanguageTable#cldf:326). The similarity of [Agta (Central Cagayan)](LanguageTable#cldf:465) _ləppu_, [Makatea](LanguageTable#cldf:778) _refu_ and [Proto-Polynesian](LanguageTable#cldf:19084) &ast;_refu_ to these is best attribued to convergence, although the similarity of form and meaning is striking.",,
Near-29913,,eagle,near,"Philippine and Bornean forms of this word are irreconcilable primarily because of discrepancies in the initial consonant, but also in some cases because of a lack of correspondence in the penultimate vowel.",,
Near-30068,,east: east monsoon,near,"This very tempting comparison is imperfect in two ways: 1. languages of the Admiralties point to &ast;_u_ as the first vowel, while those in the Solomons indicate &ast;_o_, 2. languages of the Solomons suggest a proto-form &ast;_koburu_, while those in the Admiralties could only have reduced such a trisyllable to a disyllable if the last consonant was &ast;_R_ (hence &ast;_kobuRu_, with sporadic assimilation of the first vowel to the second, loss of &ast;_R_ and contraction of the resulting sequence of like vowels).  Without data from other languages it is very difficult to tell whether this is a remarkable chance resemblance or a valid etymology with irregularities.",,
Near-29893,,ebb: ebb tide,near,"[Malay](LanguageTable#cldf:326) _surut_ can reflect &ast;_suRut_ or &ast;_surut_, while [Ilokano](LanguageTable#cldf:279) _úgot_ can reflect &ast;_uRut_, thus providing no comparative basis for a reconstruction with or without an initial consonant.",,
Near-30661,,"eddy: eddy, whirlpool",near,"[Lau](LanguageTable#cldf:313) /_l_/ reflects either &ast;_l_ or &ast;_R_, but [Motu](LanguageTable#cldf:345) loses &ast;_l_ and reflects &ast;_R_ as /_r_/.",,
Near-29906,,eel: eel (small or young),near,,,
Near-30181,,eels: trap for fish or eels,near,"The [Ilokano](LanguageTable#cldf:279) form points to &ast;_-b_, but the [Mansaka](LanguageTable#cldf:825) form to &ast;_-p_.",,
Near-29955,,embarrassment,near,"Presumably from a [PPh](LanguageTable#cldf:19083) &ast;_elad_ or &ast;_eled_, though reconstruction cannot be achieved with the evidence at hand.",,
Near-29963,,emotional: emotional pain,near,"The [Cebuano](LanguageTable#cldf:252) form cited here points to &ast;_siluq_, and the [Malay](LanguageTable#cldf:326) and [Sasak](LanguageTable#cldf:404) forms to &ast;_silu_. [Iban](LanguageTable#cldf:276) _siluʔ_ is compatible with neither of these, but together with [Cebuano](LanguageTable#cldf:252) _síluʔ_ could be taken as evidence for Zorc’s ([Zorc 1982](Source#cldf:zorc1982)) [PAn](LanguageTable#cldf:19072) &ast;_ʔ_, if it were not for the extremely problematic nature of that proposed proto-phoneme ([Blust 2013, sect. 8.2.2.4](Source#cldf:blust2013)).  Until further cognates are found, then, it seems best to treat this set as a near comparison.  Despite this limitation, this word is of some interest, as it is clearly a doublet of &ast;_-ñilu_ and &ast;_ŋilu_, both of which refer exclusively to the physical discomfort experienced in the teeth after eating something very sour or acid.  This meaning also is found in the [Iban](LanguageTable#cldf:276) and [Sasak](LanguageTable#cldf:404) forms cited here, but [Cebuano](LanguageTable#cldf:252), [Iban](LanguageTable#cldf:276) and [Malay](LanguageTable#cldf:326) all include an additional reference to emotional pain, and this seems to be the distinguishing feature of this variant.",,
Near-29936,,envy,near,,,
Near-29981,,exchange,near,"[Maranao](LanguageTable#cldf:331) points to &ast;_sambiq_, but [Iban](LanguageTable#cldf:276) to &ast;_sambi_, with apparently secondary final glottal stop.",,
Near-29914,,exclamation: exclamation of pain,near,"The variability in this form may be due to its highly expressive character, as it is usually uttered in moments of anguish or shock.",,
Near-29894,,eyelash,near,,,
Near-30291,,eyelash,near,,,
Near-29915,,fade,near,"[Tboli](LanguageTable#cldf:19175) _budas_ points to &ast;_budas_ or &ast;_bujas_, but [Kayan](LanguageTable#cldf:294) _bulah_ can only reflect &ast;_bulas_. Also [Bikol](LanguageTable#cldf:244) _luʔdás_ ‘faded, discolored’.",,
Near-29934,,"fast: quick, fast",near,"[Saisiyat](LanguageTable#cldf:400) /_l_/ evidently points to &ast;_N_ ([Li 1978:140](Source#cldf:li1978)), while the [Sangir](LanguageTable#cldf:402) and [Mongondow](LanguageTable#cldf:245) forms indicate &ast;_l_.  All of these forms are assumed to contain the root [&ast;-kas₃](cf.csv#cldf:Root-29913) ‘swiff, agile; energetic’ ([Blust 1988:105](Source#cldf:blust1988)).",,
Near-29900,,"fever: nightmare, fever",near,,,
Near-29916,,few,near,"[Uma](LanguageTable#cldf:19170) _kediʔ_ reflects an undetermined final consonant &ast;_-pb_, &ast;_-td_, &ast;_kg_, or &ast;_q_, but [Paiwan](LanguageTable#cldf:370) has lost none of these consonants in final position.",,
Near-30292,,finger,near,,,
Near-29919,,fingers: roll with fingers,near,,,
Near-30710,,finish off (eating... work... etc.),near,,,
Near-29895,,flat: flat surface,near,,,
Near-30700,,flood,near,"[Kavalan](LanguageTable#cldf:293) points to a form with &ast;_-p_, while [Paiwan](LanguageTable#cldf:370) supports only &ast;_-b_.",,
Near-30033,,fly,near,,,
Near-30462,,"fly off: fly off, squirt out",near,,,
Near-30701,,follow someone,near,"[Yami](LanguageTable#cldf:1131) and [Itbayaten](LanguageTable#cldf:282) point to a form with &ast;_-t_, while [Ibaloy](LanguageTable#cldf:19182) and [Pangasinan](LanguageTable#cldf:920) support &ast;_-d_.",,
Near-30054,,food: stuff mouth with food,near,,,
Near-30668,,"force: force, rape",near,"Given the close formal and semantic similarity of the [Tagalog](LanguageTable#cldf:423) and [Balinese](LanguageTable#cldf:235) members of this comparison it is tempting to propose a reconstruction, but the correspondence for the final consonant are irregular. Based on a similar comparison, [Dempwolff (1938)](Source#cldf:dempwolff193438) reconstructed Uraustronesisch &ast;_gagaq_ ‘to use force’, but he cited the [Tagalog](LanguageTable#cldf:423) form as having a final glottal stop that is not indicated in any Tagalog dictionary available to me.",,**gagaq ‘to use force’
Near-30479,,forget,near,,,
Near-29928,,friend: friend (male to male),near,"Despite the distinctive semantic agreement of these terms and their general formal similarity it is impossible to achieve a reconstruction, since [Puyuma](LanguageTable#cldf:386) _ariH_ points to &ast;_aliq_, [Paiwan](LanguageTable#cldf:370) _qali_ points to &ast;_qali_, and [Tiruray](LanguageTable#cldf:433) _adih_ points to a proto-form with medial &ast;_d_, &ast;_j_ or &ast;_z_.",,
Near-30468,,"gleam: shine, gleam",near,"At first glance these forms appear to share a monosyllabic root [&ast;-lak ](cf.csv#cldf:Root-29956)‘shine’, but [Pazeh](LanguageTable#cldf:375) l reflects [PAn](LanguageTable#cldf:19072) &ast;_N_, while [PAn](LanguageTable#cldf:19072) &ast;_l_ > [Pazeh](LanguageTable#cldf:375) _r_.",,
Near-30025,,gnat,near,"This is a perfect comparison except for the last-syllable vowel, since [Paiwan](LanguageTable#cldf:370) points unambiguously to [PAn](LanguageTable#cldf:19072) &ast;_e_ and [Kavalan](LanguageTable#cldf:293) _u_ can only reflect &ast;_u_.",,
Near-29929,,growl,near,"The vowels of [Paiwan](LanguageTable#cldf:370) do not match those of languages in western Indonesia, although these forms undoubtedly are onomatopoetic, and may signal differences of voice pitch.",,
Near-30473,,heart,near,,,
Near-30040,,hen: strut as rooster around hen,near,,,
Near-29896,,hoarse (of the voice),near,"Perfect except that [Malay](LanguageTable#cldf:326) reflects &ast;_-k_ or &ast;_-g_, while [Tae'](LanguageTable#cldf:18947) cannot reflect either.",,
Near-30094,,infested with lice,near,,,
Near-29950,,insert,near,"[Pazeh](LanguageTable#cldf:375) _lezek_ can only reflect &ast;_Nasek_, and [Bontok](LanguageTable#cldf:246) _lesek_ can only reflect &ast;_lesek_ or &ast;_Resek_. Both forms apparently contain the root [&ast;-sek₂](cf.csv#cldf:Root-30084) ‘insert, stick into a soft surface’.",,
Near-30052,,interrupted: interrupted of sleep,near,,,
Near-29956,,invite,near,"The Philippine data support &ast;_d_ as the second consonant, but [Puyuma](LanguageTable#cldf:386) indicates _&ast;l_.",,
Near-30675,,jackfruit sp.,near,,,
Near-30733,,jawbone,near,,,
Near-30258,,jump down,near,,,
Near-30451,,kind of spear,near,,,
Near-30131,,left (not right),near,"Also [Tagalog](LanguageTable#cldf:423) _kiwáɁ_ ‘left, left hand side’, [Ma'anyan](LanguageTable#cldf:770) _kawiɁ_ ‘left side’, [Malagasy](LanguageTable#cldf:18432) _haví-a_ ‘the left side’, [Iban](LanguageTable#cldf:276) _kibaɁ_ ‘left’, _jari kibaɁ_ ‘left hand’, [Sundanese](LanguageTable#cldf:418) _kenca_ ‘left, left side’.  [Dempwolff (1938)](Source#cldf:dempwolff193438) reconstructed &ast;_kiwa_ ‘left, left side’, despite the far better supported [PAn](LanguageTable#cldf:19072) &ast;_wiRi_ in this meaning, and included [Malay](LanguageTable#cldf:326) _kiwa_ ‘be awkward, clumsy’ in his comparison, although no such form appears in [Wilkinson (1959)](Source#cldf:wilkinson1959).  This comparison is highly suggestive, but does not support a reconstruction.",,
Near-30259,,light tap,near,"With root [&ast;-pik](cf.csv#cldf:Root-30049) ‘pat, light slap’.",,
Near-30481,,"like wildfire or a disease: spread, like wildfire or a disease",near,,,
Near-30260,,loud noise,near,,,
Near-30734,,loudmouth,near,,,
Near-30293,,maggot,near,"In both languages &ast;_s_ > _t_, so this might be derived from &ast;_sikay_, but the glottal stop in [Agutaynen](LanguageTable#cldf:19189) would still be unexplained, as this normally corresponds to [Paiwan](LanguageTable#cldf:370) _q_.",,
Near-30267,,male consanguine,near,,,
Near-30677,,"mange: scabies, mange",near,,,
Near-29946,,mango sp.,near,,,
Near-29898,,menses,near,"A perfect comparison except that the initial segments of these forms disagree, and [Kelabit](LanguageTable#cldf:299) _s_ in directly inherited forms is normally found only as the reflex of &ast;_t_ before a high front vowel.",,
Near-29994,,mix,near,"[Cebuano](LanguageTable#cldf:252) points to an etymon with &ast;_b_, while languages of western Indonesia support &ast;_p_.  The forms in at least [Old Javanese](LanguageTable#cldf:660), Modern [Javanese](LanguageTable#cldf:285) and [Sundanese](LanguageTable#cldf:418) probably are loans from [Malay](LanguageTable#cldf:326).",,
Near-30614,,"mole: mole, growth on skin",near,,,
Near-30463,,"mud puddle: mud puddle, pool of water",near,,,
Near-29930,,mute,near,"Philippine evidence points to &ast;_amaŋ_, but Bornean evidence supports &ast;_aməŋ_.",,
Near-29899,,naked,near,Perfect except that a medial _b_ : _m_ correspondence between these languages is otherwise unknown.,,
Near-30198,,nape: nape of the neck,near,,,
Near-30715,,"no: no, not",near,,,
Near-29911,,open: wide open,near,,,
Near-30735,,otter,near,,,
Near-30300,,owl,near,,,
Near-30474,,owl,near,,,
Near-30045,,"peek: peek, peep at",near,"The [Pangasinan](LanguageTable#cldf:920) form points to &ast;_silip_, but the [Mansaka](LanguageTable#cldf:825) form to &ast;_silib_, and so far no arbiter that would allow us to favor one of these choices has been found.",,
Near-29901,,peel,near,"These forms differ in reflecting the presence or absence of &ast;_l-_, making reconstruction of a Proto-Philippine form impossible.",,
Near-29917,,"penetrate: pierce, penetrate",near,"[Amis](LanguageTable#cldf:227) _s_ reflects &ast;_S_, but [Cebuano](LanguageTable#cldf:252) _s_ reflects &ast;_s_.",,
Near-30295,,"plant: black nightshade: plant: black nightshade, Solanum nigrum",near,,,
Near-30664,,play,near,,,
Near-30146,,"plover sp.: sandpiper sp., plover sp.",near,"[Clark (2011:361)](Source#cldf:clark2011) proposed Proto-Remote Oceanic &ast;_kVlili_ ‘Wandering tattler: _Heteroscelus incanus_’, but the evidence he presents does not permit a complete reconstruction.",,
Near-30536,,poisonous insect or snake,near,,,
Near-30544,,"pool of water: puddle, pool of water",near,,,
Near-30686,,pregnant,near,,,
Near-30266,,pregnant,near,,,
Near-30268,,pufferfish,near,"This comparison was proposed by [Osmond (2011:124)](Source#cldf:osmond2011), who reconstructed [POc](LanguageTable#cldf:19082) &ast;_toqa_ ‘kind of fish with toxic flesh, probably _Ostracion_’.",,
Near-29957,,"queasy; urge to vomit: queasy, urge to vomit",near,,,
Near-29958,,"queasy; urge to vomit: queasy, urge to vomit",near,,,
Near-29907,,raptorial bird,near,,,
Near-30539,,relationship between spouses of siblings,near,,,
Near-30083,,resound,near,With root &ast;-tuŋ ‘deep resounding sound’.,,
Near-30508,,rice bird,near,"[Tagalog](LanguageTable#cldf:423) _pírit_ must reflect &ast;_pidit_, while [Kelabit](LanguageTable#cldf:299) _pirit_ cannot.",,
Near-30488,,river,near,"The [Hanunóo](LanguageTable#cldf:273) word may be identical to _likúɁ_ ‘crook, bend (as in a stick, river, etc.)’.",,
Near-30602,,river otter,near,,,
Near-30160,,rose-myrtle,near,"Also [Malay](LanguageTable#cldf:326) _kərəmuntiŋ_ ‘evergreen shrub with an edible fruit, the rose-myrtle: _Rhodomyrtus tomentosa_’.",,
Near-30656,,sand,near,,,
Near-30475,,"sarong: sarong, wrap-around waist cloth",near,,,
Near-29909,,scar,near,,,
Near-30053,,"scrape: scrape, scratch",near,"[Ibaloy](LanguageTable#cldf:19182) _KabKab_ points to &ast;_gabgab_. Both of these forms show the common association of initial velar stops in Austronesian languages with the notions ‘scratch, scrape, rub’ and the like.",,
Near-30480,,shallow (of dishes),near,,,
Near-29910,,shark,near,"Despite the generic similarity of these words the only forms that show sufficient agreement in sound correspondences to permit a reconstruction (&ast;_maŋiwaŋ_) are [Sasak](LanguageTable#cldf:404) _maŋiwaŋ_, which appears to be a [Buginese](LanguageTable#cldf:239) loan, and the similar forms in [Buginese](LanguageTable#cldf:239) and [Makassarese](LanguageTable#cldf:325), which are very closely related.  These, together with [POc](LanguageTable#cldf:19082) &ast;_maŋewa_ strongly suggest a [PMP](LanguageTable#cldf:19081) form similar to &ast;_maŋiwaŋ_, but its precise form cannot be reconstructed based on currently available evidence.",,
